883,52,4,72
884,57,27,80
885,62,84,12
886,37,11,94
887,87,82,100
888,81,62,76
889,40,35,52
890,82,7,43
891,57,29,36
892,36,56,46
893,4,58,95
894,75,1,95
895,6,72,65
896,17,78,24
897,76,1,86
898,1,1,68
899,10,85,71
900,9,80,66
901,63,54,64
902,93,94,50
903,44,30,23
904,59,40,94
905,43,74,3
906,84,48,73
907,97,77,79
908,68,78,49
909,32,41,17
910,5,57,3
911,96,45,50
912,87,6,69
913,21,86,97
914,1,72,28
915,37,73,79
916,78,17,78
917,99,31,72
918,43,48,26
919,17,39,21
920,73,87,47
921,7,43,7
922,17,60,56
923,86,39,36
924,10,59,63
925,65,43,22
926,84,82,17
927,56,74,98
928,47,97,36
929,46,65,69
930,63,23,73
931,74,30,6
932,84,40,48
933,40,75,5
934,45,36,86
935,19,31,54
936,75,90,59
937,14,93,10
938,37,94,78
939,81,70,71
940,65,38,24
941,44,66,24
942,54,99,68
943,66,6,6
944,30,48,82
945,39,10,96
946,33,34,69
947,45,1,5
948,20,42,34
949,63,65,85
950,100,75,98
951,6,48,36
952,77,81,59
953,52,39,22
954,36,50,100
955,80,98,37
956,37,39,24
957,43,66,97
958,75,30,71
959,73,30,48
960,95,77,9
961,58,83,3
962,29,99,50
963,58,62,11
964,12,68,1
965,85,9,74
966,48,75,34
967,69,44,86
968,19,78,75
969,52,61,38
970,59,82,87
971,46,94,83
972,34,66,89
973,11,11,28
974,9,12,91
975,83,100,23
976,62,96,99
977,82,45,25
978,6,96,98
979,37,87,6
980,80,75,9
981,56,70,66
982,68,42,85
983,17,47,64
984,2,77,93
985,63,94,81
986,62,57,33
987,48,30,74
988,73,59,13
989,15,61,3
990,89,19,79
991,75,9,98
992,94,65,51
993,15,80,14
994,99,74,92
995,42,76,30
996,65,29,96
997,14,31,9
998,4,55,4
999,54,3,62
1000,26,91,41
1001,23,45,41
1002,67,56,90
1003,66,48,61
1004,1,97,99
1005,87,100,68
1006,45,57,6
1007,65,23,29
1008,2,64,3
1009,22,52,92
1010,88,26,20
1011,51,55,8
1012,78,61,86
1013,14,77,36
1014,23,25,92
1015,79,58,45
1016,76,32,91
1017,84,77,47
1018,60,12,27
1019,74,56,91
1020,13,41,69
1021,32,8,86
1022,75,7,47
1023,52,61,7
1024,96,95,52
1025,90,22,47
1026,5,33,39
1027,31,38,20
1028,58,77,11
1029,64,68,75
1030,25,91,14
1031,50,96,33
1032,89,38,41
1033,9,29,51
1034,51,17,100
1035,17,8,68
1036,72,95,75
1037,18,56,81
1038,97,49,26
1039,73,74,20
1040,52,95,96
1041,37,61,94
1042,15,29,64
1043,55,16,53
1044,28,9,81
1045,29,23,16
1046,25,91,84
1047,52,96,89
1048,82,3,31
1049,48,67,59
1050,10,83,79
1051,89,64,92
1052,26,29,16
1053,69,61,41
1054,24,84,61
1055,52,91,100
1056,100,28,96
1057,56,84,89
1058,1,52,80
1059,80,78,13
1060,69,32,33
1061,5,24,26
1062,26,69,75
1063,47,96,31
1064,75,76,3
1065,69,86,29
1066,54,80,6
1067,46,31,10
1068,76,26,29
1069,90,9,95
1070,69,70,28
1071,44,87,26
1072,80,79,39
1073,1,4,51
1074,3,65,9
1075,28,78,95
1076,84,69,15
1077,75,33,23
1078,50,48,51
1079,15,33,61
1080,31,63,3
1081,66,95,39
1082,50,17,86
1083,76,27,59
1084,30,49,28
1085,37,46,76
1086,99,91,96
1087,88,12,13
1088,87,38,18
1089,86,60,12
1090,14,57,68
1091,41,95,64
1092,30,28,5
1093,90,11,75
1094,70,87,89
1095,80,21,77
1096,17,13,27
1097,10,36,53
1098,6,83,26
1099,90,16,69
1100,4,63,71
1101,78,62,9
1102,86,14,91
1103,66,53,43
1104,78,66,38
1105,6,53,49
1106,13,36,99
1107,92,40,48
1108,97,30,70
1109,77,55,34
1110,85,42,43
1111,12,28,79
1112,50,55,29
1113,51,96,33
1114,14,12,55
1115,46,33,69
1116,93,2,17
1117,41,72,66
1118,82,93,61
1119,43,17,65
1120,71,18,42
1121,44,47,48
1122,32,80,83
1123,11,87,48
1124,75,64,27
1125,82,69,79
1126,70,61,62
1127,68,54,61
1128,60,91,19
1129,98,37,49
1130,19,16,81
1131,41,32,7
1132,40,74,53
1133,5,45,27
1134,26,52,63
1135,19,45,33
1136,6,2,79
1137,88,45,76
1138,56,90,72
1139,75,79,89
1140,45,23,36
1141,45,41,45
1142,61,40,63
1143,43,13,79
1144,91,81,54
1145,6,93,33
1146,28,6,81
1147,13,83,44
1148,46,44,75
1149,13,51,55
1150,28,65,27
1151,16,8,61
1152,67,25,56
1153,94,61,60
1154,17,30,80
1155,25,27,24
1156,61,15,41
1157,50,67,43
1158,1,30,10
1159,14,15,14
1160,64,25,48
1161,55,51,76
1162,96,50,78
1163,9,52,30
1164,47,73,53
1165,37,70,65
1166,8,90,75
1167,64,11,67
1168,75,45,68
1169,48,60,73
1170,21,25,46
1171,52,33,97
1172,25,87,76
1173,81,38,24
1174,27,22,74
1175,70,47,8
1176,86,59,11
1177,81,71,8
1178,46,62,23
1179,29,13,52
1180,20,47,56
1181,37,87,80
1182,61,42,79
1183,48,29,99
1184,16,83,25
1185,86,17,49
1186,71,78,4
1187,54,24,56
1188,65,7,75
1189,68,93,95
1190,30,30,37
1191,21,28,44
1192,43,10,94
1193,89,96,75
1194,70,28,12
1195,90,60,82
1196,49,79,36
1197,50,100,8
1198,52,56,59
1199,92,68,89
1200,36,29,71
1201,62,92,55
1202,20,19,34
1203,94,81,100
1204,63,10,14
1205,9,76,66
1206,50,100,64
1207,44,92,16
1208,75,8,69
1209,3,34,75
1210,47,85,68
1211,25,88,65
1212,35,4,19
1213,54,95,3
1214,59,56,30
1215,26,99,17
1216,34,7,62
1217,61,82,95
1218,87,100,34
1219,12,14,11
1220,72,18,82
1221,84,100,67
1222,83,25,92
1223,42,87,95
1224,44,92,88
1225,11,62,10
1226,57,37,51
1227,70,63,55
1228,3,93,80
1229,8,88,43
1230,35,32,97
1231,43,48,75
1232,21,55,100
1233,29,25,87
1234,6,11,60
1235,8,81,17
1236,80,63,22
1237,87,10,88
1238,85,89,93
1239,45,24,26
1240,19,27,84
1241,48,55,78
1242,20,82,14
1243,33,61,11
1244,95,9,29
1245,36,79,61
1246,75,100,46
1247,59,76,46
1248,1,22,13
1249,22,33,5
1250,86,31,1
1251,28,14,96
1252,29,71,48
1253,36,7,94
1254,14,68,56
1255,39,45,7
1256,20,91,29
1257,7,84,60
1258,28,64,4
1259,53,18,14
1260,78,41,73
1261,49,1,1
1262,92,88,95
1263,65,39,4
1264,77,39,77
1265,50,60,31
1266,26,64,17
1267,24,26,97
1268,35,84,31
1269,71,18,29
1270,73,21,33
1271,20,18,32
1272,9,77,39
1273,62,55,74
1274,79,46,25
1275,28,15,30
1276,46,7,80
1277,70,26,98
1278,53,57,53
1279,96,49,47
1280,5,75,16
1281,34,15,16
1282,94,68,58
1283,84,23,31
1284,71,99,46
1285,73,18,34
1286,1,61,53
1287,87,87,94
1288,60,42,45
1289,45,96,50
1290,20,42,51
1291,73,15,28
1292,32,61,50
1293,28,98,85
1294,41,39,30
1295,61,91,77
1296,94,98,46
1297,92,83,59
1298,28,67,97
1299,10,41,9
1300,31,18,94
1301,11,54,22
1302,68,24,80
1303,1,85,54
1304,54,73,38
1305,66,5,60
1306,14,6,67
1307,79,36,57
1308,1,76,11
1309,50,73,71
1310,25,14,20
1311,30,50,12
1312,70,23,31
1313,18,58,61
1314,89,92,74
1315,12,81,22
1316,38,28,47
1317,33,41,93
1318,96,50,72
1319,60,64,11
1320,84,26,97
1321,27,49,32
1322,56,39,44
1323,20,31,45
1324,32,35,7
1325,79,66,22
1326,75,12,36
1327,66,40,39
1328,17,93,47
1329,2,33,50
1330,12,74,39
1331,54,42,67
1332,70,17,1
1333,64,32,58
1334,30,3,22
1335,72,93,18
1336,22,64,63
1337,85,97,8
1338,74,42,82
1339,40,13,37
1340,68,22,5
1341,85,79,39
1342,55,13,35
1343,55,80,70
1344,56,59,6
1345,54,79,92
1346,62,50,49
1347,33,59,83
1348,22,71,49
1349,49,52,95
1350,38,71,28
1351,27,36,30
1352,65,21,53
1353,72,28,8
1354,48,77,84
1355,37,94,7
1356,86,82,11
1357,65,73,9
1358,93,54,53
1359,19,20,69
1360,38,5,29
1361,59,93,32
1362,26,52,50
1363,28,68,43
1364,18,30,42
1365,8,22,41
1366,57,94,66
1367,62,75,69
1368,44,22,72
1369,98,94,15
1370,76,30,92
1371,34,62,68
1372,12,20,73
1373,41,71,6
1374,19,11,97
1375,26,9,10
1376,13,75,61
1377,24,21,18
1378,67,26,87
1379,7,91,82
1380,85,20,76
1381,31,50,20
1382,77,83,80
1383,9,13,63
1384,16,73,13
1385,32,80,4
1386,33,6,90
1387,90,37,44
1388,86,80,60
1389,65,80,54
1390,58,9,43
1391,75,25,16
1392,53,7,9
1393,93,31,7
1394,31,5,93
1395,21,66,46
1396,10,77,56
1397,41,48,57
1398,64,35,39
1399,5,49,21
1400,18,86,19
1401,53,3,82
1402,64,97,100
1403,47,68,43
1404,93,11,15
1405,52,71,24
1406,54,37,17
1407,34,25,16
1408,71,86,25
1409,34,52,18
1410,62,67,3
1411,48,52,47
1412,85,97,63
1413,37,44,59
1414,80,100,34
1415,27,29,88
1416,25,92,56
1417,69,44,69
1418,46,12,70
1419,47,99,95
1420,49,11,45
1421,22,58,6
1422,23,56,82
1423,6,81,56
1424,80,99,70
1425,1,3,58
1426,50,27,42
1427,63,55,86
1428,84,37,94
1429,30,40,39
1430,4,31,92
1431,54,52,89
1432,39,65,50
1433,67,49,73
1434,23,1,46
1435,13,42,4
1436,59,50,64
1437,9,42,32
1438,36,38,12
1439,32,70,77
1440,4,9,72
1441,29,36,95
1442,22,66,82
1443,23,79,31
1444,38,24,16
1445,37,24,95
1446,55,45,100
1447,16,57,73
1448,47,60,13
1449,100,35,16
1450,6,27,36
1451,88,36,80
1452,38,62,39
1453,47,87,25
1454,82,8,97
1455,35,31,91
1456,43,62,28
1457,73,47,100
1458,4,3,96
1459,70,5,64
1460,17,93,44
1461,97,46,29
1462,82,81,38
1463,53,52,99
1464,73,97,1
1465,10,67,36
1466,97,9,70
1467,36,37,63
1468,39,13,49
1469,1,56,88
1470,25,39,51
1471,44,90,79
1472,94,77,64
1473,89,48,31
1474,80,28,37
1475,45,69,28
1476,56,52,94
1477,74,43,7
1478,42,42,40
1479,93,25,97
1480,84,99,86
1481,39,43,37
1482,36,83,96
1483,81,25,28
1484,51,6,78
1485,26,48,4
1486,36,30,73
1487,45,64,49
1488,78,56,77
1489,55,56,15
1490,18,63,35
1491,93,5,75
1492,41,11,25
1493,68,3,75
1494,4,38,40
1495,66,67,8
1496,25,19,55
1497,47,32,24
1498,13,38,79
1499,5,40,56
1500,97,62,1
1501,50,28,13
1502,4,46,51
1503,26,99,75
1504,88,76,64
1505,17,22,24
1506,36,40,51
1507,83,55,35
1508,55,79,91
1509,63,72,1
1510,70,38,35
1511,85,90,43
1512,30,60,46
1513,88,72,22
1514,36,17,11
1515,7,56,34
1516,54,9,33
1517,51,94,27
1518,60,4,48
1519,8,22,93
1520,44,41,90
1521,85,84,65
1522,30,99,84
1523,62,27,32
1524,60,43,60
1525,60,38,85
1526,41,74,10
1527,7,42,42
1528,26,99,66
1529,90,40,72
1530,40,59,14
1531,76,14,81
1532,74,48,55
1533,68,49,82
1534,31,57,24
1535,8,34,98
1536,38,67,82
1537,4,24,74
1538,34,29,54
1539,8,30,38
1540,66,23,93
1541,20,8,57
1542,30,68,29
1543,24,81,12
1544,75,25,80
1545,68,12,77
1546,93,4,77
1547,96,56,55
1548,43,47,11
1549,12,53,58
1550,14,16,46
1551,98,93,8
1552,70,13,89
1553,21,35,96
1554,22,54,11
1555,48,78,92
1556,85,59,72
1557,93,100,24
1558,43,40,71
1559,42,44,19
1560,84,6,75
1561,70,11,58
1562,44,26,58
1563,70,1,37
1564,73,72,15
1565,85,3,65
1566,27,3,17
1567,17,7,32
1568,84,44,41
1569,10,69,20
1570,93,32,7
1571,18,91,73
1572,34,67,1
1573,15,29,12
1574,72,56,76
1575,44,65,89
1576,9,35,18
1577,42,2,74
1578,33,59,11
1579,67,71,22
1580,65,77,26
1581,98,57,26
1582,40,84,97
1583,21,31,78
1584,99,13,12
1585,25,2,57
1586,56,23,21
1587,62,75,50
1588,25,91,28
1589,53,99,60
1590,3,15,17
1591,54,59,99
1592,45,54,39
1593,52,78,95
1594,27,97,93
1595,76,52,11
1596,92,68,22
1597,91,5,40
1598,78,19,66
1599,76,8,54
1600,50,46,39
1601,20,1,93
1602,88,3,72
1603,8,35,42
1604,36,26,6
1605,38,74,87
1606,8,71,76
1607,36,78,53
1608,31,88,34
1609,31,22,45
1610,8,64,62
1611,88,63,18
1612,10,96,36
1613,55,71,11
1614,24,78,38
1615,8,68,88
1616,43,88,67
1617,27,43,81
1618,44,51,27
1619,55,32,91
1620,56,17,24
1621,27,31,62
1622,25,60,3
1623,33,98,91
1624,83,95,73
1625,90,35,50
1626,72,99,25
1627,49,37,14
1628,74,46,17
1629,51,82,43
1630,91,12,76
1631,56,64,91
1632,51,52,23
1633,9,37,91
1634,89,43,39
1635,20,56,93
1636,65,49,20
1637,28,59,83
1638,58,4,43
1639,88,11,16
1640,12,15,87
1641,10,95,85
1642,67,23,45
1643,72,54,79
1644,62,38,95
1645,62,9,89
1646,69,100,98
1647,87,87,2
1648,54,95,98
1649,19,84,44
1650,64,76,55
1651,27,26,26
1652,11,28,32
1653,81,21,43
1654,18,24,74
1655,54,33,14
1656,49,75,63
1657,63,29,47
1658,53,83,84
1659,98,27,97
1660,24,35,65
1661,23,37,59
1662,65,11,14
1663,67,20,29
1664,3,53,16
1665,78,43,49
1666,34,38,83
